index,hash,aspect_pos,aspect_pos_string,stance,topic,sentence
484,a161e4e11265dbdc452b2748170e01f4,"['(39,18)', '(63,26)', '(94,19)']","['Government opposed', 'reproductive human cloning', 'therapeutic cloning']",Argument_against,cloning,"Norway ’s representative said that his Government opposed both reproductive human cloning and therapeutic cloning , as reflected in its domestic legislation ."
485,8d2e02d87b7128db9360d80ead231db9,"['(14,5)', '(22,16)']","['allow', 'child to be born']",Argument_for,cloning,Cloning would allow a child to be born to all these couples .
486,4b948263f6d31cbc82d472a87471e321,"['(28,9)', '(43,10)', '(68,16)']","['rewarding', 'stem cells', 'widely available']",Argument_for,cloning,Therapeutic cloning is most rewarding with stem cells which are not widely available .
487,d88c4775d5f012d1141b65bd5e457c7f,"['(16,7)', '(93,5)', '(139,4)', '(151,11)']","['cheaper', 'costs', 'sake', 'environment']",Argument_for,nuclear energy,"Nuclear is much cheaper than wind or PV and for wind and solar greens always argue , yes the costs high , but we have to bear them for the sake of the environment ."
488,c980fbe993409ae5089a17346eb0b28e,"['(42,13)', '(183,22)', '(224,13)', '(248,12)', '(282,11)', '(321,20)']","['design faults', 'design vulnerabilities', 'power outages', 'malfunctions', 'core breach', 'radioactive isotopes']",Argument_against,nuclear energy,"They have been recognized to have serious design faults since the 1970s and have been regularly retrofitted ( i.e. , patched up ) to take into account new research illustrating their design vulnerabilities to such things as power outages and other malfunctions that make possible a core breach and a resulting release of radioactive isotopes ."
489,102a8058b13f79ca61e17227f91c0a0f,"['(92,14)', '(122,9)']","['useful purpose', 'expensive']",Argument_against,death penalty,"He said , "" My frustration is more about the fact that the death penalty does not serve any useful purpose and it 's very expensive ."
490,406af6e3a999a02678a2acb17b33e150,"['(0,25)']",['Justice is never advanced'],Argument_against,death penalty,Justice is never advanced in the taking of a human life .
491,90dc7ed74a41dd938ac05025ddce8413,"['(4,11)', '(54,9)', '(64,10)']","['convictions', 'DNA tests', 'exonerated']",Argument_against,death penalty,The convictions were again overturned on appeal after DNA tests exonerated Cruz and implicated the prisoner who had earlier confessed .
492,c49efc5d1a48e9c0e9f1ecc92708e957,"['(53,21)', '(97,26)']","['possession of weapons', 'constitutionally protected']",Argument_for,gun control,"Except for lawful police and military purposes , the possession of weapons by individuals is not constitutionally protected ."
493,8f1790df22013f9c169e0d571fcaff5d,"['(105,12)']",['mentally ill'],Argument_for,gun control,Politicians on both sides of the gun control debate have supported doing more to keep guns away from the mentally ill .
494,234d7b199757ada8f31d2137dee7a982,"['(16,7)', '(35,12)']","['protect', 'police state']",Argument_against,gun control,Gun rights will protect you from a police state .
495,f1f3f2eb75b4b819750bf8f8f939add3,"['(66,17)', '(111,12)', '(211,12)']","['right to own guns', 'self-defense', 'deters crime']",Argument_for,gun control,Opponents say that the Second Amendment protects an individual ’s right to own guns ; that guns are needed for self-defense from threats ranging from local criminals to foreign invaders ; and that gun ownership deters crime rather than causes more crime .
496,098ceeabb9aa176ab932c4b7d2984225,"['(68,25)']",['avoided committing crimes'],Argument_against,gun control,"A May 9 , 2013 48 % of convicted felons surveyed admitted that they avoided committing crimes when they knew the victim was armed with a gun ."
497,6a79338a0ea9eeb61717deb130abe738,"['(108,6)', '(115,18)']","['people', 'killed by firearms']",Argument_for,gun control,"Additionally , 90 % of women , 91 % of 0 - to 14-year olds , 92 % of 15 - to 24-year-olds , and 82 % of all people killed by firearms were from the United States ."
498,647766ab14df73a2a9e0e06509f64843,"['(196,8)', '(244,8)']","['murderer', 'murderer']",Argument_for,death penalty,"But if he thrust him of hatred , or hurl at him by laying of wait , that he die ; Or in enmity smite him with his hand , that he die : he that smote him shall surely be put to death ; for he is a murderer : the revenger of blood shall slay the murderer , when he meeteth him ."
499,e245d4f6c23b7ede81eadeb7d19598d4,"['(30,8)', '(42,8)', '(69,19)', '(123,4)', '(151,16)']","['problems', 'evidence', 'trial witnesses lie', 'deal', 'reduced sentence']",Argument_against,death penalty,"And science can not solve all problems of evidence — especially when trial witnesses lie to protect themselves , or make a deal with prosecutors for a reduced sentence in exchange for testimony against someone else ."
500,1c49d8f4da7df6689b56e62ed097fca9,"['(139,8)']",['innocent'],Argument_against,death penalty,"91 % of those polled acknowledged that over the past 20 years , there has been at least one person sentenced to death who was nevertheless innocent ."
501,699d9b85798f69adc7d976129fc42b69,"['(101,10)', '(249,21)', '(337,18)', '(356,5)']","['legitimacy', 'ineffective attorneys', 'promise to concede', 'error']",Argument_against,death penalty,Buck stresses that his circumstances are indeed extraordinary : He is under a death sentence “ whose legitimacy is undermined by expert testimony that Mr. Buck is more deserving of a death sentence under Texas law because he is Black ” ; he has had ineffective attorneys throughout his legal proceedings ; and Texas failed “ to keep its promise to concede error in ” his case .
502,d07a52b3fba738b733a90b93031d646c,"['(51,14)', '(72,16)']","['number of guns', 'flooding society']",Argument_for,gun control,"Unless we take the first step that is limiting the number of guns to be flooding society , there is little hope that we will ever succeed in solving our county ’s problems ."
503,59a099c4f25f6552d7a69a0a77c08012,"['(9,10)', '(20,12)', '(64,8)']","['Rarely For', 'Self Defense', 'assaults']",Argument_for,gun control,"They ’re Rarely For Self Defense There are hundreds of thousand assaults that occur each and every year , however , out of all of these cases less than one percent of people used a gun to defend themselves ."
504,dc7fe581f4823f8439a1048df80e7fbf,"['(16,12)', '(32,6)', '(135,8)']","['high numbers', 'deaths', 'violence']",Argument_for,gun control,"There have been high numbers of deaths involving fire arms in the United States , and people are beginning to take a stand against the violence and look for ways to solve the problems ."
505,67f929b1f9aeb06e6bcdb1cea68d8009,"['(138,8)', '(147,20)', '(181,6)', '(192,25)']","[""woman 's"", 'right to participate', 'social', 'political life of society']",Argument_for,abortion,"Roe-era feminists like Kate Michelman , the former president of NARAL Pro-Choice America , proclaimed abortion to be "" the guarantor of a woman 's right to participate fully in the social and political life of society . """
506,8d629433aa642d201cf60d787141ca82,"['(9,6)', '(20,11)']","['affect', 'social life']",Argument_against,abortion,May even affect the social life of a woman who succeeds in this procedure .
507,2858be9e092d4afd0b33e410b289f5ab,"['(31,12)', '(48,9)', '(63,26)']","['miscarriages', 'abortions', 'indistinguishable symptoms']",Argument_for,abortion,"At early stages of pregnancy , miscarriages and abortions have indistinguishable symptoms ."
508,5aa40f8f1946522114ebbaf79ce82d18,"['(93,15)', '(159,21)', '(213,17)']","['GOP ’s hysteria', 'ranting of ideologues', 'reasonable people']",Argument_for,gun control,And the constitutional law professor in President Obama is fully equipped to explain why the GOP ’s hysteria around gun regulations should be dismissed as the ranting of ideologues rather than as the positions of reasonable people .
509,5ccf26d2469e63c5d326d713c5aee5b7,"['(29,17)', '(80,12)']","['heat of arguments', 'gun violence']",Argument_against,gun control,"People are using guns in the heat of arguments , and there would n’t be as much gun violence if we did n’t have people carrying weapons ."
510,5dd927b514ea4bf6c2348b773568daf5,"['(4,16)', '(106,17)']","['dangerous felons', 'felony conviction']",Argument_for,gun control,And dangerous felons are TRYING to get guns ; 39 % of state firearms applications are denied because of a felony conviction .
511,8e65981314a979d6825053372c97b990,"['(170,12)']",['gun violence'],Argument_for,gun control,"today , calls for action were joined by a new voice , former congresswoman gabrielle giffords who was shot in the head in the arizona spree , launching an effort to curb gun violence ."
512,ce59c773fe7c639c12fe2f4ae031d891,"['(70,8)', '(79,5)', '(85,4)']","['cashiers', 'super', 'rich']",Argument_for,minimum wage,"If we raise the minimum wage to $ 9 , is it going to make McDonald 's cashiers super rich ?"
513,bd50e658d93cb4141aeab43ba64a80d7,"['(15,5)', '(27,6)', '(114,16)', '(175,5)']","['raise', 'prices', 'low-wage workers', 'wages']",Argument_against,minimum wage,Business could raise their prices : What often gets lost in the discussion about raising the minimum wage is that low-wage workers probably would n't be alone in having their wages hiked .
514,13fec89312349a405414a2e5870d3f7a,"['(127,6)', '(134,11)', '(176,14)']","['raises', 'food prices', 'overall prices']",Argument_for,minimum wage,"Sara Lemos reviewed the literature and found that most studies reviewed above found that a 10 percent US minimum wage increase raises food prices by no more than 4 percent and overall prices by no more than 0.4 percent . """
515,72e59229475c58afc95754d1e7f5102a,"['(14,10)']",['job losses'],Argument_against,minimum wage,It results in job losses .
516,8c91fb505fbeda68dc25e777bec0db24,"['(21,32)']",['new technology instead of people'],Argument_against,minimum wage,They might invest in new technology instead of people ( think of the self-checkout kiosks at your local CVS ) .
517,30b841b0a3e7772c27cbeae5198bd6c9,"['(52,4)', '(62,12)', '(98,17)']","['less', 'living wages', 'right to continue']",Argument_for,minimum wage,"“ No business which depends for existence on paying less than living wages to its workers has any right to continue in this country , ” he said ."
518,ca701ea236bad2c01f67c85b41df06b5,"['(24,14)', '(43,22)']","['white executed', 'killing a black person']",Argument_against,death penalty,( 27 ) In no case was a white executed for killing a black person .
519,f6af35071e2ba6ef8196739769fe8f87,"['(63,5)', '(151,7)', '(232,17)', '(264,18)']","['cruel', 'unusual', 'practical reasons', 'curtail or abandon']",Argument_against,death penalty,"The bottom line is this : While the death penalty is neither "" cruel , "" when taking into account the cruelty so often inflicted on the victim , nor "" unusual , "" in that it has been around for millennia , there are simply too many practical reasons for states to curtail or abandon their use of the death penalty ."
